split,track_id,audio_path,annotation_path,profile,class_name,midi_pitch,event_type,target_time_sec,pred_time_sec,time_error_ms,abs_time_error_ms,confidence,threshold,threshold_mode,checkpoint,onset_tolerance_ms,onset_nms_ms
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,KD,35,FP,,1.36,,,0.07500484585762024,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,KD,35,FP,,2.15,,,0.053483638912439346,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,KD,35,FP,,2.41,,,0.04517338052392006,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,KD,35,FN,0.9155,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,KD,35,FN,1.2225,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,KD,35,FN,2.294167,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,SD,38,TP,1.8335,1.83,-3.4999999999998366,3.4999999999998366,0.07201734185218811,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,SD,38,FP,,0.75,,,0.048597197979688644,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,SD,38,FN,0.611333,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,SD,38,FN,1.071083,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,T12,47,TP,1.376167,1.35,-26.16699999999983,26.16699999999983,0.07131467014551163,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,T14,45,FN,1.529833,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000867_98bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000867_98bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000867_98bpm.txt,basic_groove,T16,43,TP,2.13825,2.14,1.7499999999999183,1.7499999999999183,0.053602688014507294,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,KD,35,TP,0.0,0.0,0.0,0.0,0.5807458162307739,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,KD,35,TP,1.162667,1.15,-12.666999999999984,12.666999999999984,0.18048104643821716,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,KD,35,TP,1.327333,1.34,12.666999999999984,12.666999999999984,0.14036215841770172,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,KD,35,TP,1.660667,1.64,-20.66699999999999,20.66699999999999,0.14081355929374695,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,KD,35,FP,,0.93,,,0.04131102189421654,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,TP,0.663417,0.69,26.582999999999913,26.582999999999913,0.06501782685518265,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,TP,1.15975,1.11,-49.74999999999996,49.74999999999996,0.040843356400728226,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,TP,1.991833,1.96,-31.833,31.833,0.06689424067735672,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,FP,,1.28,,,0.08696284145116806,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,FP,,1.64,,,0.0778987929224968,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,FP,,2.22,,,0.04910537227988243,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,FN,0.995,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,SD,38,FN,2.322833,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,T12,47,TP,1.327,1.34,13.000000000000123,13.000000000000123,0.06437474489212036,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,T14,45,TP,1.657667,1.64,-17.6670000000001,17.6670000000001,0.05297215282917023,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000869_90bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000869_90bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000869_90bpm.txt,basic_groove,T16,43,FN,1.991667,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,KD,35,TP,0.0,0.0,0.0,0.0,0.19187815487384796,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,KD,35,TP,2.026417,2.03,3.582999999999892,3.582999999999892,0.07511919736862183,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,KD,35,FP,,1.15,,,0.04428001120686531,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,KD,35,FP,,1.31,,,0.20979700982570648,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,KD,35,FP,,1.53,,,0.14952264726161957,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,KD,35,FN,1.448417,,,,,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,SD,38,TP,1.301417,1.3,-1.4170000000000016,1.4170000000000016,0.04031863063573837,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,SD,38,FP,,0.5,,,0.05421410873532295,0.04,global,final,50.0,150.0
TEST,test_basic_groove_000874_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\AUDIO\test_basic_groove_000874_104bpm.wav,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_basic_groove_000874_104bpm.txt,basic_groove,SD,38,FP,,1.54,,,0.06302949786186218,0.04,global,final,50.0,150.0
