split,track_id,profile,fp_class_name,fn_class_name,fp_time_sec,fn_time_sec,delta_ms,abs_delta_ms,fp_confidence,fp_threshold,fn_threshold,threshold_mode,checkpoint,onset_tolerance_ms
TEST,test_basic_groove_000810_112bpm,basic_groove,T12,T14,1.05,1.07,-20.0,20.0,0.06413877755403519,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000817_101bpm,basic_groove,KD,T12,1.64,1.63,10.0,10.0,0.04276881739497185,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000817_101bpm,basic_groove,SD,T12,1.63,1.63,0.0,0.0,0.12662476301193237,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000817_101bpm,basic_groove,T12,T16,2.22,2.22,0.0,0.0,0.042283035814762115,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000817_101bpm,basic_groove,T14,T16,2.22,2.22,0.0,0.0,0.05929629132151604,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000822_102bpm,basic_groove,KD,SD,0.39,0.44,-50.0,50.0,0.07121036946773529,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000822_102bpm,basic_groove,KD,SD,1.57,1.62,-50.0,50.0,0.13275186717510223,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000828_100bpm,basic_groove,KD,SD,0.58,0.6,-20.0,20.0,0.17177879810333252,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000828_100bpm,basic_groove,KD,T14,1.67,1.64,30.0,30.0,0.08615971356630325,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000831_98bpm,basic_groove,KD,SD,1.06,1.07,-10.0,10.0,0.1760411560535431,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000848_106bpm,basic_groove,KD,SD,0.53,0.56,-30.0,30.0,0.0762670487165451,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000848_106bpm,basic_groove,T14,T12,1.65,1.69,-40.0,40.0,0.04346871003508568,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000867_98bpm,basic_groove,KD,SD,1.11,1.07,40.0,40.0,0.18165111541748047,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000888_100bpm,basic_groove,KD,SD,2.25,2.25,0.0,0.0,0.040849559009075165,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000888_100bpm,basic_groove,KD,T16,2.25,2.25,0.0,0.0,0.040849559009075165,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000908_95bpm,basic_groove,T12,KD,1.9,1.9,0.0,0.0,0.05149177089333534,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000908_95bpm,basic_groove,T12,SD,1.9,1.9,0.0,0.0,0.05149177089333534,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000908_95bpm,basic_groove,T12,T16,1.9,1.9,0.0,0.0,0.05149177089333534,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000923_94bpm,basic_groove,KD,T12,1.56,1.59,-30.0,30.0,0.16895419359207153,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000923_94bpm,basic_groove,KD,T14,1.79,1.75,40.0,40.0,0.07831417769193649,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000923_94bpm,basic_groove,SD,T12,1.57,1.59,-20.0,20.0,0.04462968185544014,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000928_107bpm,basic_groove,T12,SD,0.97,0.98,-10.0,10.0,0.04355914145708084,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000928_107bpm,basic_groove,T12,KD,1.14,1.12,20.0,20.0,0.14071987569332123,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000928_107bpm,basic_groove,T12,T16,1.14,1.12,20.0,20.0,0.14071987569332123,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000932_95bpm,basic_groove,T12,SD,1.27,1.27,0.0,0.0,0.0488753579556942,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000934_97bpm,basic_groove,T14,KD,1.6,1.55,50.0,50.0,0.04635106027126312,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000939_112bpm,basic_groove,SD,T14,1.35,1.34,10.0,10.0,0.1804950088262558,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000939_112bpm,basic_groove,T16,T14,1.35,1.34,10.0,10.0,0.14331378042697906,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000951_99bpm,basic_groove,SD,KD,0.0,0.0,0.0,0.0,0.045880332589149475,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000956_102bpm,basic_groove,T12,T14,2.01,2.06,-50.0,50.0,0.04383733868598938,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000959_91bpm,basic_groove,KD,T14,1.85,1.82,30.0,30.0,0.060041189193725586,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000967_99bpm,basic_groove,T12,SD,2.13,2.12,10.0,10.0,0.054944295436143875,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000967_99bpm,basic_groove,T16,SD,2.13,2.12,10.0,10.0,0.04703900218009949,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000982_112bpm,basic_groove,T14,KD,1.63,1.61,20.0,20.0,0.07270623743534088,0.04,0.04,global,final,50.0
TEST,test_basic_groove_000982_112bpm,basic_groove,T16,KD,1.63,1.61,20.0,20.0,0.10786066204309464,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001011_110bpm,basic_groove,T14,KD,1.34,1.37,-30.0,30.0,0.04364380985498428,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001011_110bpm,basic_groove,T14,SD,1.64,1.64,0.0,0.0,0.07327165454626083,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001011_110bpm,basic_groove,T14,T16,1.64,1.64,0.0,0.0,0.07327165454626083,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001018_107bpm,basic_groove,KD,T16,1.69,1.68,10.0,10.0,0.04638562351465225,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001025_101bpm,basic_groove,T14,SD,1.76,1.79,-30.0,30.0,0.04374244436621666,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001029_113bpm,basic_groove,SD,T12,1.11,1.06,50.0,50.0,0.07093950361013412,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001029_113bpm,basic_groove,SD,T16,1.97,1.99,-20.0,20.0,0.046090174466371536,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001030_95bpm,basic_groove,SD,T16,2.2,2.22,-20.0,20.0,0.10524812340736389,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001033_108bpm,basic_groove,KD,SD,0.95,0.97,-20.0,20.0,0.07593177258968353,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001033_108bpm,basic_groove,KD,T14,1.75,1.8,-50.0,50.0,0.08886063098907471,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001033_108bpm,basic_groove,T16,T14,1.75,1.8,-50.0,50.0,0.18149146437644958,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001044_113bpm,basic_groove,SD,T12,1.38,1.33,50.0,50.0,0.06263670325279236,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001048_102bpm,basic_groove,KD,SD,0.45,0.44,10.0,10.0,0.041802775114774704,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001048_102bpm,basic_groove,KD,SD,1.78,1.76,20.0,20.0,0.05057155713438988,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001048_102bpm,basic_groove,SD,T14,1.86,1.9,-40.0,40.0,0.04048056900501251,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001058_113bpm,basic_groove,KD,SD,1.6,1.59,10.0,10.0,0.045285966247320175,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001058_113bpm,basic_groove,KD,T16,1.6,1.6,0.0,0.0,0.045285966247320175,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001060_102bpm,basic_groove,SD,T12,1.47,1.46,10.0,10.0,0.05211696773767471,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001060_102bpm,basic_groove,T14,SD,1.66,1.61,50.0,50.0,0.05242980271577835,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001075_109bpm,basic_groove,KD,SD,0.58,0.55,30.0,30.0,0.05195828154683113,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001078_110bpm,basic_groove,SD,T16,2.12,2.17,-50.0,50.0,0.1090891882777214,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001081_95bpm,basic_groove,T16,T12,1.55,1.58,-30.0,30.0,0.05954407900571823,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001081_95bpm,basic_groove,T16,T14,1.55,1.58,-30.0,30.0,0.05954407900571823,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001085_94bpm,basic_groove,KD,T14,1.77,1.76,10.0,10.0,0.07031913846731186,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001085_94bpm,basic_groove,SD,T14,1.77,1.76,10.0,10.0,0.0839766189455986,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001085_94bpm,basic_groove,T12,T14,1.77,1.76,10.0,10.0,0.052438315004110336,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001086_113bpm,basic_groove,KD,T12,1.35,1.32,30.0,30.0,0.05125065892934799,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001086_113bpm,basic_groove,SD,T12,1.35,1.32,30.0,30.0,0.04924532026052475,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001106_102bpm,basic_groove,KD,SD,1.62,1.62,0.0,0.0,0.09542272984981537,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001109_90bpm,basic_groove,SD,KD,2.33,2.33,0.0,0.0,0.07022123783826828,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001109_90bpm,basic_groove,SD,T16,2.33,2.33,0.0,0.0,0.07022123783826828,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001109_90bpm,basic_groove,T16,SD,2.0,1.99,10.0,10.0,0.04382777959108353,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001109_90bpm,basic_groove,T16,T14,2.0,1.99,10.0,10.0,0.04382777959108353,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001111_99bpm,basic_groove,KD,T14,1.81,1.82,-10.0,10.0,0.125685915350914,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001111_99bpm,basic_groove,KD,T16,1.81,1.82,-10.0,10.0,0.125685915350914,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001114_98bpm,basic_groove,KD,T12,1.39,1.38,10.0,10.0,0.041311394423246384,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001114_98bpm,basic_groove,KD,SD,2.31,2.29,20.0,20.0,0.10419589281082153,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001114_98bpm,basic_groove,KD,T16,2.31,2.29,20.0,20.0,0.10419589281082153,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001119_109bpm,basic_groove,T12,SD,1.63,1.65,-20.0,20.0,0.08464924246072769,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001120_102bpm,basic_groove,KD,SD,1.72,1.77,-50.0,50.0,0.06407313048839569,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001120_102bpm,basic_groove,KD,T12,1.72,1.77,-50.0,50.0,0.06407313048839569,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001120_102bpm,basic_groove,KD,T16,1.72,1.77,-50.0,50.0,0.06407313048839569,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001121_111bpm,basic_groove,KD,SD,1.33,1.35,-20.0,20.0,0.042681124061346054,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001127_104bpm,basic_groove,T12,SD,1.11,1.15,-40.0,40.0,0.043275538831949234,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001127_104bpm,basic_groove,T16,KD,1.72,1.73,-10.0,10.0,0.0439930222928524,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001127_104bpm,basic_groove,T16,SD,1.72,1.72,0.0,0.0,0.0439930222928524,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001132_108bpm,basic_groove,SD,T12,1.39,1.38,10.0,10.0,0.08465596288442612,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001132_108bpm,basic_groove,T12,SD,1.48,1.52,-40.0,40.0,0.07037300616502762,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001133_100bpm,basic_groove,SD,T12,2.27,2.25,20.0,20.0,0.051140960305929184,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001134_104bpm,basic_groove,KD,SD,1.27,1.3,-30.0,30.0,0.16732145845890045,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001134_104bpm,basic_groove,KD,T16,1.27,1.3,-30.0,30.0,0.16732145845890045,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001134_104bpm,basic_groove,SD,T14,1.41,1.45,-40.0,40.0,0.06523448973894119,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001135_91bpm,basic_groove,KD,SD,2.45,2.47,-20.0,20.0,0.05855315178632736,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001139_108bpm,basic_groove,KD,T12,1.25,1.25,0.0,0.0,0.1568683236837387,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001147_110bpm,basic_groove,T12,KD,1.05,1.09,-40.0,40.0,0.07219575345516205,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001147_110bpm,basic_groove,T12,T14,1.05,1.09,-40.0,40.0,0.07219575345516205,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001156_109bpm,basic_groove,KD,T14,1.48,1.51,-30.0,30.0,0.14979828894138336,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001156_109bpm,basic_groove,KD,T16,1.48,1.51,-30.0,30.0,0.14979828894138336,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001156_109bpm,basic_groove,SD,T14,1.48,1.51,-30.0,30.0,0.10309933871030807,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001156_109bpm,basic_groove,SD,T16,1.48,1.51,-30.0,30.0,0.10309933871030807,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001160_95bpm,basic_groove,SD,KD,1.53,1.58,-50.0,50.0,0.040758877992630005,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001197_112bpm,basic_groove,SD,T14,1.75,1.75,0.0,0.0,0.041552409529685974,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001197_112bpm,basic_groove,T14,KD,1.85,1.88,-30.0,30.0,0.05078897252678871,0.04,0.04,global,final,50.0
TEST,test_basic_groove_001197_112bpm,basic_groove,T14,T16,1.85,1.88,-30.0,30.0,0.05078897252678871,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000001_167bpm,fast_dense,T14,SD,1.1,1.08,20.0,20.0,0.04307008162140846,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000033_160bpm,fast_dense,KD,T14,1.23,1.22,10.0,10.0,0.15719494223594666,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000033_160bpm,fast_dense,T12,T14,1.23,1.22,10.0,10.0,0.12558932602405548,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000033_160bpm,fast_dense,T16,T14,1.23,1.22,10.0,10.0,0.04917784780263901,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000048_148bpm,fast_dense,KD,SD,0.43,0.4,30.0,30.0,0.14850300550460815,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000048_148bpm,fast_dense,KD,SD,0.7,0.71,-10.0,10.0,0.19298437237739563,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000048_148bpm,fast_dense,KD,SD,1.46,1.42,40.0,40.0,0.04340796172618866,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000063_157bpm,fast_dense,KD,SD,1.33,1.33,0.0,0.0,0.04614739865064621,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000063_157bpm,fast_dense,KD,T16,1.33,1.33,0.0,0.0,0.04614739865064621,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000063_157bpm,fast_dense,T12,SD,1.33,1.33,0.0,0.0,0.040607646107673645,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000063_157bpm,fast_dense,T12,T16,1.33,1.33,0.0,0.0,0.040607646107673645,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000073_167bpm,fast_dense,KD,SD,0.37,0.36,10.0,10.0,0.10383564978837967,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000095_147bpm,fast_dense,KD,SD,0.44,0.41,30.0,30.0,0.04358147457242012,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000099_153bpm,fast_dense,T16,KD,1.53,1.57,-40.0,40.0,0.051744747906923294,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000108_155bpm,fast_dense,SD,T14,1.22,1.26,-40.0,40.0,0.05565972998738289,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000108_155bpm,fast_dense,SD,T16,1.22,1.26,-40.0,40.0,0.05565972998738289,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000120_170bpm,fast_dense,SD,T12,1.12,1.15,-30.0,30.0,0.05106884241104126,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000120_170bpm,fast_dense,T16,T12,1.12,1.15,-30.0,30.0,0.04632106050848961,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000143_184bpm,fast_dense,KD,SD,0.28,0.32,-40.0,40.0,0.14053113758563995,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000143_184bpm,fast_dense,SD,T16,1.05,1.06,-10.0,10.0,0.05228753760457039,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,KD,T14,1.16,1.21,-50.0,50.0,0.04266764596104622,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,KD,T16,1.16,1.21,-50.0,50.0,0.04266764596104622,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,T12,KD,0.47,0.48,-10.0,10.0,0.04349431023001671,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,T12,KD,1.29,1.29,0.0,0.0,0.053917624056339264,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,T12,SD,1.29,1.29,0.0,0.0,0.053917624056339264,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,T16,KD,1.29,1.29,0.0,0.0,0.05150319263339043,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000159_186bpm,fast_dense,T16,SD,1.29,1.29,0.0,0.0,0.05150319263339043,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000171_163bpm,fast_dense,KD,T12,0.84,0.83,10.0,10.0,0.15772497653961182,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000171_163bpm,fast_dense,SD,T12,0.84,0.83,10.0,10.0,0.04173239693045616,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000177_180bpm,fast_dense,KD,SD,0.2,0.25,-50.0,50.0,0.0463661327958107,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000178_186bpm,fast_dense,KD,SD,0.29,0.32,-30.0,30.0,0.049627892673015594,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000178_186bpm,fast_dense,KD,T12,0.99,0.97,20.0,20.0,0.07131762057542801,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000178_186bpm,fast_dense,SD,KD,0.81,0.8,10.0,10.0,0.07691656053066254,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000181_184bpm,fast_dense,SD,T16,0.64,0.65,-10.0,10.0,0.13762441277503967,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,KD,T12,0.78,0.77,10.0,10.0,0.13292017579078674,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,KD,SD,0.99,0.95,40.0,40.0,0.042802486568689346,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,KD,SD,0.99,1.03,-40.0,40.0,0.042802486568689346,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,T12,KD,0.69,0.69,0.0,0.0,0.058997154235839844,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,T12,KD,0.86,0.86,0.0,0.0,0.157632514834404,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,T12,SD,1.05,1.03,20.0,20.0,0.0721377357840538,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000199_174bpm,fast_dense,T16,T12,0.78,0.77,10.0,10.0,0.04884806647896767,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000238_186bpm,fast_dense,KD,T12,0.72,0.72,0.0,0.0,0.2336641550064087,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000238_186bpm,fast_dense,KD,T14,1.12,1.13,-10.0,10.0,0.04164471477270126,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000238_186bpm,fast_dense,SD,T12,0.73,0.72,10.0,10.0,0.07233992964029312,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000301_153bpm,fast_dense,KD,T14,0.97,0.98,-10.0,10.0,0.09627345204353333,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000301_153bpm,fast_dense,KD,SD,1.51,1.47,40.0,40.0,0.12362032383680344,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000301_153bpm,fast_dense,KD,T16,1.51,1.47,40.0,40.0,0.12362032383680344,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000305_161bpm,fast_dense,KD,T16,1.3,1.31,-10.0,10.0,0.08449560403823853,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000305_161bpm,fast_dense,T12,T16,1.3,1.31,-10.0,10.0,0.061490971595048904,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000333_164bpm,fast_dense,T12,KD,1.27,1.28,-10.0,10.0,0.04814230278134346,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000333_164bpm,fast_dense,T12,SD,1.27,1.28,-10.0,10.0,0.04814230278134346,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000333_164bpm,fast_dense,T16,KD,1.1,1.09,10.0,10.0,0.04121888056397438,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000355_176bpm,fast_dense,KD,SD,1.22,1.19,30.0,30.0,0.07998580485582352,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000355_176bpm,fast_dense,SD,KD,0.63,0.68,-50.0,50.0,0.05603879317641258,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000381_146bpm,fast_dense,SD,T12,0.95,0.93,20.0,20.0,0.058496348559856415,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000381_146bpm,fast_dense,SD,T16,1.33,1.34,-10.0,10.0,0.05032962188124657,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000381_146bpm,fast_dense,T14,T16,1.31,1.34,-30.0,30.0,0.043006543070077896,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000381_146bpm,fast_dense,T16,SD,1.25,1.23,20.0,20.0,0.07729580998420715,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000381_146bpm,fast_dense,T16,T14,1.25,1.24,10.0,10.0,0.07729580998420715,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000388_177bpm,fast_dense,SD,T14,1.21,1.19,20.0,20.0,0.04032567888498306,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000418_173bpm,fast_dense,KD,T14,1.08,1.04,40.0,40.0,0.15752747654914856,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000418_173bpm,fast_dense,SD,T14,1.08,1.04,40.0,40.0,0.13494136929512024,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000418_173bpm,fast_dense,T12,T14,1.06,1.04,20.0,20.0,0.10258164256811142,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000447_170bpm,fast_dense,T14,KD,1.06,1.06,0.0,0.0,0.0866040289402008,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000448_190bpm,fast_dense,KD,SD,0.62,0.63,-10.0,10.0,0.04701121523976326,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000457_164bpm,fast_dense,KD,SD,0.41,0.37,40.0,40.0,0.05641472712159157,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000457_164bpm,fast_dense,KD,SD,1.16,1.19,-30.0,30.0,0.05990336462855339,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000457_164bpm,fast_dense,T12,KD,0.73,0.73,0.0,0.0,0.04122187942266464,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000457_164bpm,fast_dense,T12,KD,0.89,0.92,-30.0,30.0,0.04230066016316414,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000457_164bpm,fast_dense,T16,SD,1.35,1.37,-20.0,20.0,0.05160360783338547,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000469_154bpm,fast_dense,KD,T14,1.34,1.36,-20.0,20.0,0.10783197730779648,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000469_154bpm,fast_dense,T12,T14,1.33,1.36,-30.0,30.0,0.1323610544204712,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000484_162bpm,fast_dense,SD,KD,0.57,0.55,20.0,20.0,0.04219330847263336,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000494_153bpm,fast_dense,T12,T14,1.08,1.08,0.0,0.0,0.12543687224388123,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000505_186bpm,fast_dense,T14,SD,0.8,0.81,-10.0,10.0,0.052762486040592194,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000505_186bpm,fast_dense,T14,T12,0.8,0.81,-10.0,10.0,0.052762486040592194,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000505_186bpm,fast_dense,T16,SD,0.81,0.81,0.0,0.0,0.06278437376022339,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000505_186bpm,fast_dense,T16,T12,0.81,0.81,0.0,0.0,0.06278437376022339,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000522_166bpm,fast_dense,KD,SD,1.35,1.35,0.0,0.0,0.11304256319999695,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000525_146bpm,fast_dense,KD,SD,1.08,1.13,-50.0,50.0,0.043674010783433914,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000525_146bpm,fast_dense,KD,T12,1.08,1.03,50.0,50.0,0.043674010783433914,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000525_146bpm,fast_dense,KD,T16,1.54,1.54,0.0,0.0,0.06418105214834213,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000525_146bpm,fast_dense,SD,KD,1.44,1.44,0.0,0.0,0.04649145528674126,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000525_146bpm,fast_dense,T12,SD,1.12,1.13,-10.0,10.0,0.04732280597090721,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000542_157bpm,fast_dense,KD,SD,1.04,1.05,-10.0,10.0,0.17912086844444275,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000550_155bpm,fast_dense,T12,T14,1.16,1.16,0.0,0.0,0.10037205368280411,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000553_164bpm,fast_dense,KD,T12,1.12,1.1,20.0,20.0,0.06702341884374619,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000553_164bpm,fast_dense,KD,T14,1.12,1.1,20.0,20.0,0.06702341884374619,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000553_164bpm,fast_dense,T16,T12,1.12,1.1,20.0,20.0,0.06346497684717178,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000553_164bpm,fast_dense,T16,T14,1.12,1.1,20.0,20.0,0.06346497684717178,0.04,0.04,global,final,50.0
